file,protocol,load_nominal_Nm,rpm_nominal,win_start_s,rpm,rpm_drift,f1_Hz,slip_pct,off_2s_Hz,df_Hz,resolvable,smear_Hz,lsb1_dB,usb1_dB,lsb1_snr,usb1_snr,headline_snr,naive_rise_dB,comb_coherence,unbalance_pct,ctrl_fr_snr,lsb2_snr,usb2_snr,lsb3_snr,usb3_snr
broken_bar_H_torque_circulation_20Nm_3000rpm_250706122143.csv,torque,20,3000,50.0,2974.5,0.2,50.125,1.096,1.099,0.125,True,0.007,-38.6,-38.0,24.7,28.0,28.0,,1.0,0.3,38.6,15.8,15.7,10.3,-2.8
broken_bar_H_torque_circulation_20Nm_3000rpm_250706122143.csv,torque,20,3000,52.0,2974.6,0.0,50.126,1.097,1.099,0.125,True,0.0,-38.6,-38.3,19.6,22.5,22.5,,1.0,0.3,39.2,13.9,14.5,5.6,3.8
broken_bar_H_torque_circulation_20Nm_3000rpm_250706122143.csv,torque,20,3000,54.0,2974.5,0.1,50.127,1.1,1.103,0.125,True,0.004,-38.5,-38.0,19.5,19.5,19.5,,0.83,0.32,38.5,9.3,15.4,3.6,2.0
broken_bar_H_torque_circulation_20Nm_3000rpm_250706122143.csv,torque,20,3000,56.0,2974.5,0.1,50.128,1.101,1.104,0.125,True,0.002,-38.4,-37.8,21.8,23.0,23.0,,1.0,0.36,38.6,11.0,14.5,6.0,3.2
broken_bar_H_torque_circulation_20Nm_3000rpm_250706122143.csv,torque,20,3000,58.0,2974.5,0.1,50.126,1.099,1.102,0.125,True,0.003,-37.9,-37.5,25.1,26.2,26.2,,1.0,0.39,38.5,17.2,18.7,6.9,6.9
broken_bar_H_torque_circulation_20Nm_3000rpm_250706122143.csv,torque,20,3000,60.0,2974.5,0.5,50.125,1.097,1.099,0.125,True,0.016,-37.1,-36.6,29.8,29.4,29.8,,1.0,0.36,37.7,18.1,22.2,6.4,9.9
broken_bar_H_torque_circulation_20Nm_3000rpm_250706122143.csv,torque,20,3000,62.0,2974.7,0.3,50.125,1.092,1.095,0.125,True,0.009,-37.2,-36.7,34.7,36.7,36.7,,1.0,0.35,36.7,21.4,19.1,8.7,10.5
broken_bar_H_torque_circulation_20Nm_3000rpm_250706122143.csv,torque,20,3000,64.0,2974.7,0.4,50.125,1.09,1.093,0.125,True,0.012,-37.2,-36.7,35.8,32.1,35.8,,1.0,0.3,36.9,19.8,19.3,6.7,8.7
broken_bar_H_torque_circulation_20Nm_3000rpm_250706122143.csv,torque,20,3000,66.0,2974.9,0.4,50.125,1.086,1.089,0.125,True,0.012,-37.3,-36.6,33.2,35.8,35.8,,1.0,0.39,38.0,19.2,21.1,7.7,10.9
broken_bar_H_torque_circulation_20Nm_3000rpm_250706122143.csv,torque,20,3000,68.0,2974.9,0.5,50.125,1.083,1.085,0.125,True,0.015,-37.4,-36.6,32.3,35.4,35.4,,1.0,0.35,38.2,15.7,20.5,9.2,16.8
broken_bar_H_torque_circulation_20Nm_3000rpm_250706122143.csv,torque,20,3000,70.0,2975.1,0.2,50.125,1.077,1.079,0.125,True,0.008,-37.2,-36.6,33.7,30.8,33.7,,1.0,0.31,37.7,18.6,20.4,4.2,3.4
broken_bar_H_torque_circulation_20Nm_3000rpm_250706122143.csv,torque,20,3000,72.0,2975.1,0.1,50.125,1.076,1.079,0.125,True,0.002,-37.2,-36.5,34.4,36.9,36.9,,1.0,0.38,37.5,18.6,22.2,7.9,2.8
broken_bar_H_torque_circulation_20Nm_3000rpm_250706122143.csv,torque,20,3000,74.0,2975.2,0.1,50.125,1.076,1.078,0.125,True,0.004,-37.3,-36.5,33.1,32.4,33.1,,1.0,0.29,37.5,17.0,23.8,-1.6,4.1
broken_bar_H_torque_circulation_40Nm_1000rpm_250706122406.csv,torque,40,1000,10.0,969.1,2.0,16.739,3.514,1.176,0.125,True,0.065,-38.7,-37.5,19.3,27.3,27.3,-1.7,1.0,0.18,28.0,18.9,22.8,6.6,12.5
broken_bar_H_torque_circulation_40Nm_1000rpm_250706122406.csv,torque,40,1000,12.0,967.3,0.0,16.739,3.689,1.235,0.125,True,0.001,-38.3,-37.6,22.5,24.7,24.7,-1.8,1.0,0.18,28.4,23.5,25.1,11.9,12.5
broken_bar_H_torque_circulation_40Nm_1000rpm_250706122406.csv,torque,40,1000,14.0,967.3,0.0,16.739,3.689,1.235,0.125,True,0.001,-38.5,-37.6,23.3,26.2,26.2,-1.7,1.0,0.17,27.0,24.0,24.2,9.3,11.9
broken_bar_H_torque_circulation_40Nm_1000rpm_250706122406.csv,torque,40,1000,16.0,969.0,1.7,16.739,3.522,1.179,0.125,True,0.057,-38.3,-37.7,25.5,23.7,25.5,-1.9,1.0,0.17,27.9,22.4,22.7,5.3,8.4
broken_bar_H_torque_circulation_40Nm_1000rpm_250706122406.csv,torque,40,1000,18.0,969.0,0.0,16.739,3.523,1.179,0.125,True,0.001,-38.2,-37.6,25.3,25.6,25.6,-1.8,1.0,0.18,28.7,21.3,21.4,9.1,11.8
broken_bar_H_torque_circulation_40Nm_1000rpm_250706122406.csv,torque,40,1000,20.0,969.0,1.8,16.74,3.53,1.182,0.125,True,0.059,-38.3,-37.4,23.7,24.5,24.5,-1.6,1.0,0.18,27.5,21.1,20.8,4.9,8.2
broken_bar_H_torque_circulation_40Nm_1000rpm_250706122406.csv,torque,40,1000,22.0,969.0,0.1,16.74,3.53,1.182,0.125,True,0.002,-38.2,-37.5,26.4,27.8,27.8,-1.6,1.0,0.18,27.1,21.7,24.5,9.7,9.1
broken_bar_H_torque_circulation_40Nm_1000rpm_250706122406.csv,torque,40,1000,24.0,968.9,1.8,16.74,3.529,1.182,0.125,True,0.06,-38.5,-37.3,22.5,26.9,26.9,-1.5,1.0,0.19,28.6,23.0,23.6,9.8,10.6
broken_bar_H_torque_circulation_40Nm_1000rpm_250706122406.csv,torque,40,1000,26.0,968.9,1.9,16.739,3.526,1.18,0.125,True,0.063,-38.9,-37.4,24.2,25.8,25.8,-1.6,1.0,0.19,27.9,20.1,25.1,9.7,13.1
broken_bar_H_torque_circulation_40Nm_1000rpm_250706122406.csv,torque,40,1000,28.0,970.8,5.6,16.738,3.336,1.117,0.125,True,0.187,-38.5,-37.5,21.7,24.0,24.0,-1.7,1.0,0.19,28.0,15.4,17.8,7.2,2.5
broken_bar_H_torque_circulation_40Nm_1000rpm_250706122406.csv,torque,40,1000,32.0,976.3,3.6,16.738,2.792,0.935,0.125,True,0.119,-39.8,-39.6,15.1,14.8,15.1,-3.8,1.0,0.18,27.3,11.0,12.5,0.2,3.7
broken_bar_H_torque_circulation_40Nm_1000rpm_250706122406.csv,torque,40,1000,34.0,976.4,3.6,16.74,2.79,0.934,0.125,True,0.119,-39.3,-39.5,13.5,13.0,13.5,-3.5,1.0,0.19,29.7,11.0,13.9,6.4,4.4
broken_bar_H_torque_circulation_40Nm_1000rpm_250706122406.csv,torque,40,1000,36.0,976.4,1.8,16.74,2.785,0.933,0.125,True,0.06,-39.6,-39.3,13.0,13.3,13.3,-3.5,1.0,0.19,30.2,12.3,13.7,8.3,4.8
broken_bar_H_torque_circulation_40Nm_1000rpm_250706122406.csv,torque,40,1000,38.0,978.1,1.7,16.74,2.616,0.876,0.125,True,0.058,-40.1,-38.5,14.8,11.3,14.8,-2.7,1.0,0.19,28.2,15.0,12.9,2.2,7.0
broken_bar_H_torque_circulation_40Nm_1000rpm_250706122406.csv,torque,40,1000,40.0,978.1,0.1,16.74,2.617,0.876,0.125,True,0.003,-40.2,-38.6,14.9,11.7,14.9,-2.8,1.0,0.19,29.6,13.7,12.1,4.5,7.7
broken_bar_H_torque_circulation_40Nm_1000rpm_250706122406.csv,torque,40,1000,42.0,978.1,1.9,16.74,2.621,0.877,0.125,True,0.064,-40.7,-38.7,14.5,10.6,14.5,-2.9,1.0,0.19,28.1,8.3,10.9,9.6,7.2
broken_bar_H_torque_circulation_40Nm_1000rpm_250706122406.csv,torque,40,1000,44.0,978.1,1.9,16.739,2.617,0.876,0.125,True,0.063,-40.5,-38.7,15.2,11.1,15.2,-2.9,1.0,0.19,28.4,8.9,15.4,10.5,8.0
broken_bar_H_torque_circulation_40Nm_1000rpm_250706122406.csv,torque,40,1000,46.0,977.1,1.7,16.739,2.709,0.907,0.125,True,0.058,-39.9,-38.9,14.1,14.2,14.2,-3.1,1.0,0.19,29.9,11.9,18.2,7.1,10.0
broken_bar_H_torque_circulation_40Nm_1000rpm_250706122406.csv,torque,40,1000,48.0,977.9,1.9,16.739,2.628,0.88,0.125,True,0.062,-39.8,-38.7,13.0,13.0,13.0,-2.9,1.0,0.2,29.2,13.0,13.0,6.9,8.9
broken_bar_H_torque_circulation_40Nm_1000rpm_250706122406.csv,torque,40,1000,50.0,977.9,0.2,16.739,2.629,0.88,0.125,True,0.006,-39.9,-38.7,13.7,11.9,13.7,-2.8,1.0,0.19,29.9,12.5,11.6,8.3,9.1
broken_bar_H_torque_circulation_40Nm_1000rpm_250706122406.csv,torque,40,1000,52.0,977.9,3.8,16.74,2.639,0.883,0.125,True,0.126,-40.5,-39.2,12.9,12.3,12.9,-3.3,1.0,0.18,29.1,13.0,8.8,4.1,8.0
broken_bar_H_torque_circulation_40Nm_1000rpm_250706122406.csv,torque,40,1000,56.0,970.6,7.4,16.741,3.377,1.131,0.125,True,0.247,-38.9,-38.7,17.6,20.7,20.7,-2.8,1.0,0.19,26.4,15.8,14.5,2.4,8.1
broken_bar_H_torque_circulation_40Nm_1000rpm_250706122406.csv,torque,40,1000,58.0,970.4,7.3,16.74,3.384,1.133,0.125,True,0.243,-38.9,-37.2,22.6,25.3,25.3,-1.3,1.0,0.19,28.3,20.8,16.3,7.6,11.4
broken_bar_H_torque_circulation_40Nm_1000rpm_250706122406.csv,torque,40,1000,60.0,968.6,1.8,16.74,3.56,1.192,0.125,True,0.059,-38.6,-37.5,22.7,26.1,26.1,-1.7,1.0,0.19,27.4,18.2,16.4,8.9,12.1
broken_bar_H_torque_circulation_40Nm_1000rpm_250706122406.csv,torque,40,1000,62.0,968.6,0.1,16.74,3.565,1.193,0.125,True,0.002,-38.4,-37.5,23.1,24.6,24.6,-1.7,1.0,0.19,28.3,20.4,22.9,7.6,9.7
broken_bar_H_torque_circulation_40Nm_1000rpm_250706122406.csv,torque,40,1000,64.0,968.6,0.0,16.739,3.563,1.193,0.125,True,0.001,-38.6,-37.4,24.6,27.2,27.2,-1.6,1.0,0.18,29.1,19.9,23.1,6.9,12.0
broken_bar_H_torque_circulation_40Nm_1000rpm_250706122406.csv,torque,40,1000,66.0,968.6,0.1,16.739,3.564,1.193,0.125,True,0.003,-38.5,-37.5,24.6,27.1,27.1,-1.7,1.0,0.17,29.4,16.2,22.7,7.8,6.4
broken_bar_H_torque_circulation_40Nm_1000rpm_250706122406.csv,torque,40,1000,68.0,968.5,0.0,16.739,3.566,1.194,0.125,True,0.001,-38.3,-37.5,21.1,25.2,25.2,-1.7,1.0,0.18,29.4,23.3,22.8,4.8,7.5
broken_bar_H_torque_circulation_40Nm_1000rpm_250706122406.csv,torque,40,1000,70.0,968.5,0.1,16.739,3.564,1.193,0.125,True,0.002,-38.6,-37.6,24.6,25.5,25.5,-1.7,1.0,0.18,29.2,24.8,25.2,7.4,12.5
broken_bar_H_torque_circulation_40Nm_1000rpm_250706122406.csv,torque,40,1000,72.0,968.5,3.5,16.739,3.567,1.194,0.125,True,0.118,-38.6,-37.5,23.6,25.2,25.2,-1.7,1.0,0.18,27.0,23.3,29.8,5.2,13.1
broken_bar_H_torque_circulation_40Nm_1000rpm_250706122406.csv,torque,40,1000,74.0,968.5,1.7,16.739,3.569,1.195,0.125,True,0.058,-38.7,-37.3,22.6,26.3,26.3,-1.5,1.0,0.18,28.0,19.9,22.8,7.4,11.7
broken_bar_H_torque_circulation_40Nm_2000rpm_250706122621.csv,torque,40,2000,10.0,1940.0,7.5,33.386,3.153,2.105,0.125,True,0.249,-34.5,-34.7,36.1,35.6,36.1,,1.0,0.27,32.9,24.0,28.5,18.8,17.8
broken_bar_H_torque_circulation_40Nm_2000rpm_250706122621.csv,torque,40,2000,12.0,1940.0,0.2,33.386,3.153,2.106,0.125,True,0.005,-34.5,-34.8,42.4,38.9,42.4,,1.0,0.27,31.6,28.1,30.0,18.1,21.1
broken_bar_H_torque_circulation_40Nm_2000rpm_250706122621.csv,torque,40,2000,14.0,1940.0,0.1,33.386,3.152,2.105,0.125,True,0.003,-34.7,-34.8,41.5,38.5,41.5,,1.0,0.27,30.9,24.5,27.2,20.3,22.8
broken_bar_H_torque_circulation_40Nm_2000rpm_250706122621.csv,torque,40,2000,16.0,1940.0,0.1,33.385,3.15,2.103,0.125,True,0.002,-34.7,-34.9,42.8,41.0,42.8,,1.0,0.28,35.4,28.9,29.5,18.9,22.3
broken_bar_H_torque_circulation_40Nm_2000rpm_250706122621.csv,torque,40,2000,18.0,1940.0,0.1,33.385,3.149,2.103,0.125,True,0.003,-34.6,-34.8,43.6,40.5,43.6,,1.0,0.27,36.2,27.7,30.6,16.9,19.8
broken_bar_H_torque_circulation_40Nm_2000rpm_250706122621.csv,torque,40,2000,20.0,1940.0,0.0,33.385,3.15,2.103,0.125,True,0.001,-34.6,-35.0,42.0,43.5,43.5,,1.0,0.27,33.5,27.5,29.8,17.1,21.1
broken_bar_H_torque_circulation_40Nm_2000rpm_250706122621.csv,torque,40,2000,22.0,1940.0,0.0,33.385,3.15,2.103,0.125,True,0.001,-34.7,-34.9,41.0,42.6,42.6,,1.0,0.27,31.2,26.9,29.3,16.5,20.4
broken_bar_H_torque_circulation_40Nm_2000rpm_250706122621.csv,torque,40,2000,24.0,1940.0,0.0,33.385,3.15,2.103,0.125,True,0.001,-34.8,-34.8,38.6,41.5,41.5,,1.0,0.27,30.6,28.8,33.4,17.8,20.3
broken_bar_H_torque_circulation_40Nm_2000rpm_250706122621.csv,torque,40,2000,26.0,1940.0,7.0,33.385,3.149,2.102,0.125,True,0.234,-34.7,-34.8,38.5,43.0,43.0,,1.0,0.26,35.0,27.7,31.6,19.6,21.6
broken_bar_H_torque_circulation_40Nm_2000rpm_250706122621.csv,torque,40,2000,32.0,1954.8,8.1,33.383,2.403,1.604,0.125,True,0.27,-36.7,-36.1,30.0,35.8,35.8,,1.0,0.27,29.2,14.7,15.7,9.8,7.8
broken_bar_H_torque_circulation_40Nm_2000rpm_250706122621.csv,torque,40,2000,34.0,1955.0,0.4,33.384,2.399,1.602,0.125,True,0.014,-36.0,-36.2,31.9,35.8,35.8,,1.0,0.28,31.5,22.7,24.7,16.8,18.3
broken_bar_H_torque_circulation_40Nm_2000rpm_250706122621.csv,torque,40,2000,36.0,1955.1,0.1,33.385,2.395,1.599,0.125,True,0.002,-35.7,-35.7,31.8,38.9,38.9,,1.0,0.28,35.9,27.1,26.7,13.9,20.9
broken_bar_H_torque_circulation_40Nm_2000rpm_250706122621.csv,torque,40,2000,38.0,1955.2,7.0,33.385,2.392,1.597,0.125,True,0.233,-35.8,-35.5,34.2,34.8,34.8,,1.0,0.28,35.2,22.3,28.6,16.8,22.8
broken_bar_H_torque_circulation_40Nm_2000rpm_250706122621.csv,torque,40,2000,40.0,1955.2,0.1,33.385,2.393,1.598,0.125,True,0.005,-35.7,-35.6,32.7,37.7,37.7,,1.0,0.28,33.0,25.4,24.5,16.6,20.9
broken_bar_H_torque_circulation_40Nm_2000rpm_250706122621.csv,torque,40,2000,42.0,1955.2,0.2,33.385,2.393,1.598,0.125,True,0.005,-35.5,-35.8,34.6,37.1,37.1,,1.0,0.28,31.6,23.3,22.3,15.2,19.7
broken_bar_H_torque_circulation_40Nm_2000rpm_250706122621.csv,torque,40,2000,44.0,1955.2,0.0,33.385,2.394,1.599,0.125,True,0.001,-35.5,-35.8,36.3,37.4,37.4,,1.0,0.28,31.3,27.5,28.2,19.0,18.5
broken_bar_H_torque_circulation_40Nm_2000rpm_250706122621.csv,torque,40,2000,46.0,1955.2,0.1,33.385,2.395,1.599,0.125,True,0.002,-35.6,-35.6,36.8,35.2,36.8,,1.0,0.27,32.1,33.3,28.3,23.9,20.8
broken_bar_H_torque_circulation_40Nm_2000rpm_250706122621.csv,torque,40,2000,48.0,1955.2,0.1,33.385,2.392,1.597,0.125,True,0.004,-35.6,-35.6,38.2,37.5,38.2,,1.0,0.27,32.4,33.8,25.1,21.5,18.8
broken_bar_H_torque_circulation_40Nm_2000rpm_250706122621.csv,torque,40,2000,50.0,1955.2,0.0,33.385,2.393,1.598,0.125,True,0.001,-35.7,-35.6,35.6,35.8,35.8,,1.0,0.28,31.7,27.5,25.1,16.2,21.2
broken_bar_H_torque_circulation_40Nm_2000rpm_250706122621.csv,torque,40,2000,52.0,1955.1,0.3,33.385,2.396,1.6,0.125,True,0.009,-36.2,-36.2,31.5,28.2,31.5,,1.0,0.28,33.0,26.3,24.0,16.9,19.5
broken_bar_H_torque_circulation_40Nm_2000rpm_250706122621.csv,torque,40,2000,54.0,1955.0,7.8,33.387,2.408,1.608,0.125,True,0.26,-36.7,-36.5,26.2,28.4,28.4,,1.0,0.28,34.7,13.6,15.9,6.8,8.3
broken_bar_H_torque_circulation_40Nm_2000rpm_250706122621.csv,torque,40,2000,58.0,1947.3,7.4,33.386,2.787,1.861,0.125,True,0.248,-35.1,-34.7,34.4,34.6,34.6,,1.0,0.27,30.9,25.7,26.7,7.8,11.2
broken_bar_H_torque_circulation_40Nm_2000rpm_250706122621.csv,torque,40,2000,60.0,1940.5,6.8,33.384,3.119,2.083,0.125,True,0.226,-34.6,-34.8,35.0,38.9,38.9,,1.0,0.27,31.8,27.8,31.4,19.0,24.2
broken_bar_H_torque_circulation_40Nm_2000rpm_250706122621.csv,torque,40,2000,62.0,1940.5,0.2,33.384,3.124,2.086,0.125,True,0.008,-34.7,-34.9,38.1,41.5,41.5,,1.0,0.27,31.4,30.0,31.7,20.0,25.8
broken_bar_H_torque_circulation_40Nm_2000rpm_250706122621.csv,torque,40,2000,64.0,1940.5,6.9,33.385,3.123,2.085,0.125,True,0.229,-34.8,-35.0,42.6,42.3,42.6,,1.0,0.27,31.1,30.8,35.0,16.9,23.5
broken_bar_H_torque_circulation_40Nm_2000rpm_250706122621.csv,torque,40,2000,66.0,1940.6,0.0,33.385,3.122,2.085,0.125,True,0.001,-34.7,-35.0,40.5,40.1,40.5,,1.0,0.27,32.2,26.0,32.5,18.5,24.0
broken_bar_H_torque_circulation_40Nm_2000rpm_250706122621.csv,torque,40,2000,68.0,1940.6,6.9,33.386,3.124,2.086,0.125,True,0.229,-34.8,-35.0,38.8,39.5,39.5,,1.0,0.27,31.7,25.5,29.3,19.8,22.8
broken_bar_H_torque_circulation_40Nm_2000rpm_250706122621.csv,torque,40,2000,70.0,1940.6,6.7,33.386,3.123,2.085,0.125,True,0.224,-34.8,-35.0,37.6,38.1,38.1,,1.0,0.27,31.6,28.8,28.8,16.5,18.8
broken_bar_H_torque_circulation_40Nm_2000rpm_250706122621.csv,torque,40,2000,72.0,1940.5,0.1,33.385,3.122,2.085,0.125,True,0.004,-34.7,-35.0,39.9,41.2,41.2,,1.0,0.27,32.9,29.3,28.4,15.0,18.8
broken_bar_H_torque_circulation_40Nm_2000rpm_250706122621.csv,torque,40,2000,74.0,1940.6,7.1,33.384,3.117,2.081,0.125,True,0.237,-34.8,-34.9,39.4,37.7,39.4,,1.0,0.27,33.5,31.3,28.5,17.6,21.3
broken_bar_H_torque_circulation_40Nm_3000rpm_250706122824.csv,torque,40,3000,0.0,3006.5,0.9,50.128,0.038,0.038,0.125,False,0.03,0.0,0.0,67.3,67.3,67.3,,1.0,0.37,38.3,67.3,67.3,67.3,67.3
broken_bar_H_torque_circulation_40Nm_3000rpm_250706122824.csv,torque,40,3000,10.0,2920.4,17.5,50.125,2.897,2.904,0.125,True,0.585,-35.0,-34.2,33.1,30.5,33.1,,1.0,0.28,32.7,15.8,22.7,-1.2,13.6
broken_bar_H_torque_circulation_40Nm_3000rpm_250706122824.csv,torque,40,3000,12.0,2920.3,0.1,50.124,2.897,2.904,0.125,True,0.003,-35.1,-34.1,42.4,42.1,42.4,,1.0,0.3,32.2,20.8,28.5,5.5,15.6
broken_bar_H_torque_circulation_40Nm_3000rpm_250706122824.csv,torque,40,3000,14.0,2920.3,0.1,50.125,2.9,2.907,0.125,True,0.003,-34.9,-34.1,43.1,43.2,43.2,,1.0,0.3,33.0,20.0,29.0,8.7,12.6
broken_bar_H_torque_circulation_40Nm_3000rpm_250706122824.csv,torque,40,3000,16.0,2920.3,0.1,50.125,2.901,2.908,0.125,True,0.004,-34.8,-34.0,40.9,42.4,42.4,,1.0,0.3,34.3,19.1,26.4,9.5,11.8
broken_bar_H_torque_circulation_40Nm_3000rpm_250706122824.csv,torque,40,3000,18.0,2920.2,0.1,50.125,2.901,2.909,0.125,True,0.004,-35.0,-34.1,42.2,41.4,42.2,,1.0,0.28,33.0,19.5,29.4,6.2,15.8
broken_bar_H_torque_circulation_40Nm_3000rpm_250706122824.csv,torque,40,3000,20.0,2920.2,0.1,50.125,2.903,2.911,0.125,True,0.004,-35.1,-34.4,38.8,40.7,40.7,,1.0,0.28,32.1,16.1,28.0,6.9,12.2
broken_bar_H_torque_circulation_40Nm_3000rpm_250706122824.csv,torque,40,3000,22.0,2920.1,0.1,50.125,2.905,2.912,0.125,True,0.004,-35.2,-34.4,36.1,42.0,42.0,,1.0,0.28,33.3,17.1,27.8,10.5,13.8
broken_bar_H_torque_circulation_40Nm_3000rpm_250706122824.csv,torque,40,3000,24.0,2920.1,0.1,50.125,2.907,2.914,0.125,True,0.004,-35.4,-34.4,37.9,41.8,41.8,,1.0,0.25,33.4,13.4,27.2,9.9,14.9
broken_bar_H_torque_circulation_40Nm_3000rpm_250706122824.csv,torque,40,3000,26.0,2920.0,0.1,50.125,2.908,2.916,0.125,True,0.003,-35.4,-34.4,36.0,39.2,39.2,,1.0,0.26,32.8,14.8,25.1,5.9,17.6
broken_bar_H_torque_circulation_40Nm_3000rpm_250706122824.csv,torque,40,3000,28.0,2920.0,16.2,50.124,2.907,2.914,0.125,True,0.54,-35.0,-34.1,36.2,39.8,39.8,,1.0,0.29,32.5,10.6,20.4,5.9,14.6
broken_bar_H_torque_circulation_40Nm_3000rpm_250706122824.csv,torque,40,3000,30.0,2935.9,17.4,50.123,2.376,2.382,0.125,True,0.582,-37.6,-36.7,26.9,31.6,31.6,,1.0,0.33,34.5,7.6,12.2,6.8,9.9
broken_bar_H_torque_circulation_40Nm_3000rpm_250706122824.csv,torque,40,3000,32.0,2937.2,1.7,50.123,2.334,2.339,0.125,True,0.055,-37.6,-36.7,28.4,32.8,32.8,,1.0,0.33,35.8,8.8,16.1,3.5,5.8
broken_bar_H_torque_circulation_40Nm_3000rpm_250706122824.csv,torque,40,3000,34.0,2937.5,16.8,50.124,2.327,2.333,0.125,True,0.561,-35.1,-34.1,35.0,39.3,39.3,,1.0,0.31,36.0,9.7,14.4,3.7,3.6
broken_bar_H_torque_circulation_40Nm_3000rpm_250706122824.csv,torque,40,3000,36.0,2937.5,0.1,50.125,2.326,2.332,0.125,True,0.003,-35.0,-34.1,34.3,38.3,38.3,,1.0,0.31,36.0,4.2,4.5,4.4,-0.2
broken_bar_H_torque_circulation_40Nm_3000rpm_250706122824.csv,torque,40,3000,38.0,2937.6,15.8,50.125,2.325,2.331,0.125,True,0.526,-34.6,-34.3,37.8,33.4,37.8,,1.0,0.3,34.9,4.6,10.2,5.4,1.1
broken_bar_H_torque_circulation_40Nm_3000rpm_250706122824.csv,torque,40,3000,40.0,2937.5,0.1,50.125,2.328,2.334,0.125,True,0.003,-34.6,-34.2,33.9,36.7,36.7,,1.0,0.29,34.8,11.2,10.0,3.5,3.2
broken_bar_H_torque_circulation_40Nm_3000rpm_250706122824.csv,torque,40,3000,42.0,2937.3,0.3,50.125,2.333,2.338,0.125,True,0.009,-34.7,-34.1,36.0,35.0,36.0,,1.0,0.31,34.4,8.6,3.4,3.6,6.6
broken_bar_H_torque_circulation_40Nm_3000rpm_250706122824.csv,torque,40,3000,44.0,2937.3,16.2,50.125,2.335,2.341,0.125,True,0.541,-34.8,-34.1,33.7,34.8,34.8,,1.0,0.31,35.9,3.7,7.8,4.2,5.1
broken_bar_H_torque_circulation_40Nm_3000rpm_250706122824.csv,torque,40,3000,46.0,2937.2,0.2,50.125,2.337,2.343,0.125,True,0.006,-35.0,-34.1,33.3,41.3,41.3,,1.0,0.33,35.5,7.5,5.1,5.8,5.4
broken_bar_H_torque_circulation_40Nm_3000rpm_250706122824.csv,torque,40,3000,48.0,2937.1,0.0,50.125,2.339,2.345,0.125,True,0.001,-34.9,-34.1,36.8,39.4,39.4,,1.0,0.33,34.0,9.6,2.8,6.8,7.7
broken_bar_H_torque_circulation_40Nm_3000rpm_250706122824.csv,torque,40,3000,50.0,2937.1,15.7,50.125,2.34,2.346,0.125,True,0.522,-34.8,-34.1,40.6,39.2,40.6,,1.0,0.32,34.3,-0.5,2.8,7.5,5.3
broken_bar_H_torque_circulation_40Nm_3000rpm_250706122824.csv,torque,40,3000,52.0,2937.0,0.4,50.125,2.344,2.35,0.125,True,0.014,-34.7,-33.9,38.2,35.8,38.2,,1.0,0.32,34.6,8.6,6.9,3.7,2.3
broken_bar_H_torque_circulation_40Nm_3000rpm_250706122824.csv,torque,40,3000,56.0,2935.7,17.7,50.127,2.389,2.395,0.125,True,0.589,-38.3,-37.1,26.0,29.9,29.9,,1.0,0.31,34.0,6.2,9.7,6.1,7.4
broken_bar_H_torque_circulation_40Nm_3000rpm_250706122824.csv,torque,40,3000,58.0,2919.2,17.1,50.126,2.939,2.946,0.125,True,0.571,-36.1,-35.3,29.3,38.1,38.1,,1.0,0.3,33.5,8.3,12.2,8.2,11.9
broken_bar_H_torque_circulation_40Nm_3000rpm_250706122824.csv,torque,40,3000,60.0,2919.1,0.4,50.125,2.94,2.947,0.125,True,0.012,-35.0,-34.3,33.6,38.2,38.2,,1.0,0.3,33.3,12.7,23.7,3.3,12.2
broken_bar_H_torque_circulation_40Nm_3000rpm_250706122824.csv,torque,40,3000,62.0,2919.0,0.2,50.125,2.943,2.95,0.125,True,0.005,-35.1,-34.5,36.1,41.6,41.6,,1.0,0.31,33.4,11.3,26.8,6.0,11.8
broken_bar_H_torque_circulation_40Nm_3000rpm_250706122824.csv,torque,40,3000,64.0,2919.0,0.1,50.125,2.943,2.951,0.125,True,0.005,-35.4,-34.5,32.6,41.9,41.9,,1.0,0.29,33.5,16.1,23.5,8.2,10.2
broken_bar_H_torque_circulation_40Nm_3000rpm_250706122824.csv,torque,40,3000,66.0,2918.9,0.1,50.125,2.946,2.954,0.125,True,0.005,-35.5,-34.6,35.1,38.8,38.8,,1.0,0.28,33.5,15.9,25.6,7.0,12.8
broken_bar_H_torque_circulation_40Nm_3000rpm_250706122824.csv,torque,40,3000,68.0,2918.8,0.3,50.125,2.949,2.956,0.125,True,0.011,-35.7,-34.6,38.0,40.1,40.1,,1.0,0.28,34.0,16.1,29.1,7.8,15.7
broken_bar_H_torque_circulation_40Nm_3000rpm_250706122824.csv,torque,40,3000,70.0,2918.7,0.2,50.125,2.952,2.959,0.125,True,0.007,-35.5,-34.6,36.3,40.9,40.9,,1.0,0.28,34.0,13.5,29.1,0.1,2.3
broken_bar_H_torque_circulation_40Nm_3000rpm_250706122824.csv,torque,40,3000,72.0,2918.6,0.2,50.125,2.955,2.963,0.125,True,0.007,-35.4,-34.7,36.6,40.4,40.4,,1.0,0.29,33.3,10.2,26.9,-1.4,1.5
broken_bar_H_torque_circulation_40Nm_3000rpm_250706122824.csv,torque,40,3000,74.0,2918.6,0.0,50.125,2.956,2.963,0.125,True,0.0,-35.4,-34.7,36.4,37.1,37.1,,1.0,0.28,33.2,11.8,25.9,-1.9,5.6
